2022-09-16 11:25:42.568573 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginChuck\bin\Release\SessionLogs\tap 2022-09-16 11-25-42.txt'. [10.0 ms]
2022-09-16 11:25:44.407802 ; Package        ; Information ; Satisfying assembly reference to netstandard by adding dependency on package OpenTAP
2022-09-16 11:25:44.407802 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.18.5+0328e9b4
2022-09-16 11:25:44.414457 ; Package        ; Information ; 'MyPluginChuck.dll' depends on 'MyOpenTapShare' version '0.1.0.0'. Adding dependency to package, it was not found in any other packages.
2022-09-16 11:25:44.445063 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\Jacky.Kuo\AppData\Local\Temp\vp2vqfze.503'
2022-09-16 11:25:44.452604 ; Package        ; Debug       ; Updating version info for 'MyPluginChuck.dll' [1.16 ms]
2022-09-16 11:25:44.469317 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in D:\MPI Project\Test\MyOpenTap\MyPluginChuck\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2022-09-16 11:25:44.785036 ; Package        ; Information ; Updated assembly version info using Mono method. [333 ms]
2022-09-16 11:25:44.789085 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2022-09-16 11:25:44.791085 ; Package        ; Information ; Package action IncludePackageDependencies completed [2.14 ms]
2022-09-16 11:25:44.800972 ; Package        ; Information ; Package action FileHashPackageAction completed [9.72 ms]
2022-09-16 11:25:44.800972 ; Package        ; Information ; Creating OpenTAP package.
2022-09-16 11:25:44.828147 ; Package        ; Debug       ; Compressed 'C:\Users\Jacky.Kuo\AppData\Local\Temp\vp2vqfze.503\Versioned\MyPluginChuck.dll' [11.0 ms]
2022-09-16 11:25:44.831199 ; Package        ; Debug       ; Compressed 'D:\MPI Project\Test\MyOpenTap\MyPluginChuck\bin\Release\MyOpenTapShare.dll' [3.47 ms]
2022-09-16 11:25:44.944047 ; PackageAction  ; Information ; OpenTAP plugin package 'MyPluginChuck.0.1.0-alpha.TapPackage' containing 'MyPluginChuck' successfully created.
2022-09-16 11:25:44.956108 ; PackageAction  ; Information ; Installed 'MyPluginChuck' (D:\MPI Project\Test\MyOpenTap\MyPluginChuck\bin\Release\Packages\MyPluginChuck\package.xml)
2022-09-16 11:25:44.956108 ; CLI            ; Debug       ; CLI action returned exit code: 0 [1.77 s]
