2022-09-15 14:57:38.482300 ; Session        ; Debug       ; Session log loaded as 'bin\Debug\SessionLogs\MSBuild 2022-09-15 14-57-29.txt'. [9.48 ms]
2022-09-15 14:57:47.025429 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/OpenTAP Developer Guide.pdf [96.9 ms]
2022-09-15 14:57:47.043272 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/.OpenTapIgnore [17.7 ms]
2022-09-15 14:57:47.047876 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/.HiddenFile.txt [4.90 ms]
2022-09-15 14:57:47.054096 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/.HiddenFolder/Empty.txt [5.85 ms]
2022-09-15 14:57:47.062833 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/Examples.sln [8.98 ms]
2022-09-15 14:57:47.075512 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/Directory.Build.props [12.6 ms]
2022-09-15 14:57:47.091035 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/ExamplePlugin.csproj [15.5 ms]
2022-09-15 14:57:47.098363 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/GeneratorInstrument.cs [6.98 ms]
2022-09-15 14:57:47.124085 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/LowPassFilterDut.cs [25.7 ms]
2022-09-15 14:57:47.131068 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/MeasurePeakAmplitudeTestStep.cs [7.07 ms]
2022-09-15 14:57:47.136320 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/package.xml [5.17 ms]
2022-09-15 14:57:47.144042 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/SomeSampleData.txt [7.77 ms]
2022-09-15 14:57:47.163275 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/Properties/AssemblyInfo.cs [18.9 ms]
2022-09-15 14:57:47.175907 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/Properties/launchSettings.json [12.5 ms]
2022-09-15 14:57:47.260548 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/package.xml [84.4 ms]
2022-09-15 14:57:47.358562 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/PluginDevelopment.csproj [97.9 ms]
2022-09-15 14:57:47.368040 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/AttachedPropertyExample.cs [9.88 ms]
2022-09-15 14:57:47.408547 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/BreakSerializerExample.cs [39.9 ms]
2022-09-15 14:57:47.465149 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/ComplexSettingsExample1.cs [56.6 ms]
2022-09-15 14:57:47.503107 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/ComplexSettingsExample2.cs [38.3 ms]
2022-09-15 14:57:47.558110 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/MenuModelExample.cs [54.5 ms]
2022-09-15 14:57:47.601241 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/ButtonCreation.cs [43.1 ms]
2022-09-15 14:57:47.605936 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/CustomBenchSettings.cs [4.87 ms]
2022-09-15 14:57:47.612094 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/ExampleSettings.cs [6.18 ms]
2022-09-15 14:57:47.675513 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/IPAnnotation.cs [63.0 ms]
2022-09-15 14:57:47.689388 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/OpenTapPictureExample.cs [13.8 ms]
2022-09-15 14:57:47.697086 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/TestPlanCustomImportExport.cs [7.65 ms]
2022-09-15 14:57:47.703693 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/UserInputExample.cs [6.90 ms]
2022-09-15 14:57:47.712135 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/ConnectionStep.cs [8.36 ms]
2022-09-15 14:57:47.724339 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/FourPortDut.cs [12.0 ms]
2022-09-15 14:57:47.731188 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/InterfaceBasedInstrument.cs [6.47 ms]
2022-09-15 14:57:47.739663 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/MeasureUsingConnectionsStep.cs [8.48 ms]
2022-09-15 14:57:47.749197 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/ResourceTopology.cs [9.65 ms]
2022-09-15 14:57:47.764188 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/ScpiInstrumentExample.cs [14.9 ms]
2022-09-15 14:57:47.773194 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SetSwitchMatrixStep.cs [8.96 ms]
2022-09-15 14:57:47.781980 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SetSwitchStep.cs [8.40 ms]
2022-09-15 14:57:47.789740 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SimpleDut.cs [7.74 ms]
2022-09-15 14:57:47.796228 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SimpleInstrument.cs [6.07 ms]
2022-09-15 14:57:47.802250 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SwitchMatrixInstrument.cs [6.02 ms]
2022-09-15 14:57:47.807453 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/TwoPortInstrument.cs [5.57 ms]
2022-09-15 14:57:47.817843 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/TwoPositionSwitchInstrument.cs [9.96 ms]
2022-09-15 14:57:47.830579 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/UsingDutAndInstStep.cs [12.8 ms]
2022-09-15 14:57:47.839875 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Properties/AssemblyInfo.cs [9.11 ms]
2022-09-15 14:57:47.850807 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Properties/launchSettings.json [10.8 ms]
2022-09-15 14:57:47.866264 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/ResultListeners/EventResultListener.cs [15.5 ms]
2022-09-15 14:57:47.875177 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/ResultListeners/ExampleResultListener.cs [8.85 ms]
2022-09-15 14:57:47.884607 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/AvailableValuesAttributeExample.cs [9.33 ms]
2022-09-15 14:57:47.892033 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/BrowsableAttributeExample.cs [7.52 ms]
2022-09-15 14:57:47.897469 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/ColumnDisplayAttributeExample.cs [5.48 ms]
2022-09-15 14:57:47.902797 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/DefaultValueExample.cs [5.42 ms]
2022-09-15 14:57:47.923862 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/DisplayAttributeExample.cs [20.8 ms]
2022-09-15 14:57:47.933261 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/DynamicNameDisplayAttribute.cs [9.12 ms]
2022-09-15 14:57:47.942084 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/EmbedPropertiesAttributeExample.cs [8.89 ms]
2022-09-15 14:57:47.947954 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/EnabledIfAttributeExample.cs [5.70 ms]
2022-09-15 14:57:47.954880 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/FlagsAttributeExample.cs [6.82 ms]
2022-09-15 14:57:47.960504 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/PathAttributeExample.cs [5.76 ms]
2022-09-15 14:57:47.967818 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/ResourceOpenAttributeExample.cs [7.18 ms]
2022-09-15 14:57:47.974330 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/ScpiAttributeExample.cs [6.50 ms]
2022-09-15 14:57:47.980042 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/UnitAttributeExample.cs [5.65 ms]
2022-09-15 14:57:47.986193 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/XmlIgnoreAttributeExample.cs [6.02 ms]
2022-09-15 14:57:47.995580 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/InputOutput/GenerateOutput.cs [9.81 ms]
2022-09-15 14:57:48.004132 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/InputOutput/HandleInput.cs [8.33 ms]
2022-09-15 14:57:48.011669 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/ParentChild/ChildSeekingResources.cs [7.47 ms]
2022-09-15 14:57:48.018298 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/ParentChild/ParentAnyChildren.cs [6.61 ms]
2022-09-15 14:57:48.025579 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/ParentChild/ParentWithResources.cs [7.18 ms]
