2023-01-03 13:48:26.722106 ; Session        ; Debug       ; Session log loaded as 'D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\SessionLogs\editor 2023-01-03 13-48-23.txt'. [7.91 ms]
2023-01-03 13:48:32.403386 ; Settings       ; Debug       ; MySettings1 loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\MySettings.xml [3.47 ms]
2023-01-03 13:48:32.408387 ; Settings       ; Debug       ; ResultSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\Results.xml [5.07 ms]
2023-01-03 13:48:32.500384 ; Resolver       ; Debug       ; Found match for Keysight.Kal.Licensing.Api, Version=4.0.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\Keysight.Kal.Licensing.Api.4.0.0\Keysight.Kal.Licensing.Api.dll
2023-01-03 13:48:32.598384 ; KAL            ; Debug       ; KAL signature verified. [47.6 ms]
2023-01-03 13:48:32.698385 ; KAL Process    ; Debug       ; Initialized [149 ms]
2023-01-03 13:48:32.702387 ; KAL            ; Debug       ; Initialized [154 ms]
2023-01-03 13:48:34.527385 ; Settings       ; Debug       ; PanelSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\GUI Panels.xml [2.22 ms]
2023-01-03 13:48:35.912687 ; Main           ; Debug       ; Application startup finished. [12.4 s]
2023-01-03 13:48:36.607686 ; Main           ; Information ; Latest version of 'Keysight Licensing' is 1.3, your version is 1.1. Please consider updating. [5.23 s]
2023-01-03 13:48:36.607686 ; Main           ; Information ; Latest version of 'SDK' is 9.18, your version is 9.17. Please consider updating. [5.23 s]
2023-01-03 13:48:36.607686 ; Main           ; Information ; Latest version of 'Visual Studio SDK CE' is 1.4, your version is 1.2. Please consider updating. [5.23 s]
2023-01-03 13:48:36.607686 ; Main           ; Information ; Latest version of 'WPF Controls' is 9.18, your version is 9.17. Please consider updating. [5.23 s]
2023-01-03 13:48:36.607686 ; Main           ; Information ; Latest version of 'OpenTAP' is 9.19, your version is 9.18. Please consider updating. [5.23 s]
2023-01-03 13:48:36.607686 ; Main           ; Debug       ; Update check complete. [5.23 s]
2023-01-03 13:49:35.030246 ; AssemblyData   ; Debug       ; Loaded MyPluginChuck. [86.9 ms]
2023-01-03 13:49:35.097994 ; AssemblyData   ; Debug       ; Loaded MyPluginGen. [67.1 ms]
2023-01-03 13:49:35.168586 ; AssemblyData   ; Debug       ; Loaded MyPluginVision. [70.3 ms]
2023-01-03 13:50:15.188960 ; Settings       ; Debug       ; No settings file exists for TestPlanRunPackageParameterMonitor. A new instance with default values has been created. [437 us]
2023-01-03 13:50:15.190959 ; TestPlan       ; Debug       ; Saved Test Plan XML [3.18 ms]
2023-01-03 13:50:15.257959 ; MyINST         ; Debug       ; Connecting to 'TCPIP0::127.0.0.1::35555::SOCKET'
