2022-12-25 08:47:17.660518 ; Session        ; Debug       ; Session log loaded as 'D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\SessionLogs\editor 2022-12-25 08-47-14.txt'. [18.6 ms]
2022-12-25 08:47:23.461517 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-12-25 08:47:23.834519 ; Settings       ; Debug       ; GuiControlsSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\GUI Controls.xml [215 ms]
2022-12-25 08:47:23.834519 ; Main           ; Debug       ; Window initial dimensions: 1549px, 837px.
2022-12-25 08:47:23.898517 ; Settings       ; Debug       ; EngineSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\Engine.xml [54.3 ms]
2022-12-25 08:47:23.907519 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.1.1.0, Culture=neutral, PublicKeyToken=null in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2022-12-25 08:47:24.008518 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-12-25 08-47-23.txt'. [14.4 ms]
2022-12-25 08:47:24.333517 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [934 us]
2022-12-25 08:47:24.531518 ; Settings       ; Debug       ; No settings file exists for AuthenticationSettings. A new instance with default values has been created. [574 us]
2022-12-25 08:47:24.879519 ; Main           ; Debug       ; GUI initialized. [1.04 s]
2022-12-25 08:47:24.879519 ; Main           ; Debug       ; Docking manager initialized. [69.8 us]
2022-12-25 08:47:25.174518 ; OpenTAP        ; Information ; OpenTAP version '9.18.5+0328e9b4' 64-bit initialized 12/25/2022 [10.8 s]
2022-12-25 08:47:26.111521 ; AssemblyData   ; Debug       ; Loaded PackageManager. [430 us]
2022-12-25 08:47:26.111521 ; AssemblyData   ; Debug       ; Loaded Editor. [94.3 us]
2022-12-25 08:47:26.224516 ; AssemblyData   ; Debug       ; Loaded MyOpenTapShare. [111 ms]
2022-12-25 08:47:26.289521 ; AssemblyData   ; Debug       ; Loaded ResultsViewer. [64.7 ms]
2022-12-25 08:47:26.351518 ; AssemblyData   ; Debug       ; Loaded RunExplorer. [61.6 ms]
2022-12-25 08:47:26.357517 ; Settings       ; Debug       ; ConnectionSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\Bench\Default\Connections.xml [4.77 ms]
2022-12-25 08:47:26.372520 ; Settings       ; Debug       ; DutSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\Bench\Default\DUTs.xml [14.3 ms]
2022-12-25 08:47:26.940518 ; Settings       ; Debug       ; InstrumentSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\Bench\Default\Instruments.xml [568 ms]
2022-12-25 08:47:26.945519 ; Settings       ; Debug       ; MySettings1 loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\MySettings.xml [4.71 ms]
2022-12-25 08:47:26.960518 ; Settings       ; Debug       ; ResultSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\Results.xml [15.0 ms]
2022-12-25 08:47:27.191518 ; Main           ; Warning     ; Recovery test plan detected.
2022-12-25 08:47:27.275517 ; AssemblyData   ; Debug       ; Loaded MyPluginChuck. [77.0 ms]
2022-12-25 08:47:27.951519 ; Settings       ; Debug       ; PanelSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\GUI Panels.xml [2.67 ms]
2022-12-25 08:47:30.152517 ; AssemblyFinder ; Debug       ; Found 29/93 assembly files. [207 ms]
2022-12-25 08:47:30.313518 ; Resolver       ; Debug       ; Found match for Keysight.Kal.Licensing.Api, Version=4.0.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\Keysight.Kal.Licensing.Api.4.0.0\Keysight.Kal.Licensing.Api.dll
2022-12-25 08:47:30.538518 ; Main           ; Information ; Latest version of 'Keysight Licensing' is 1.3, your version is 1.1. Please consider updating. [5.46 s]
2022-12-25 08:47:30.538518 ; Main           ; Information ; Latest version of 'OpenTAP' is 9.19, your version is 9.18. Please consider updating. [5.46 s]
2022-12-25 08:47:30.538518 ; Main           ; Information ; Latest version of 'SDK' is 9.18, your version is 9.17. Please consider updating. [5.46 s]
2022-12-25 08:47:30.538518 ; Main           ; Information ; Latest version of 'Visual Studio SDK CE' is 1.4, your version is 1.2. Please consider updating. [5.46 s]
2022-12-25 08:47:30.538518 ; Main           ; Information ; Latest version of 'WPF Controls' is 9.18, your version is 9.17. Please consider updating. [5.46 s]
2022-12-25 08:47:30.538518 ; Main           ; Debug       ; Update check complete. [5.46 s]
2022-12-25 08:47:30.693517 ; KAL            ; Debug       ; KAL signature verified. [160 ms]
2022-12-25 08:47:30.777517 ; Main           ; Debug       ; Application startup finished. [16.6 s]
2022-12-25 08:47:30.803522 ; KAL Process    ; Debug       ; Initialized [265 ms]
2022-12-25 08:47:30.807521 ; KAL            ; Debug       ; Initialized [276 ms]
2022-12-25 08:49:57.886575 ; Settings       ; Debug       ; Saved GuiControlsSettings to D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\GUI Controls.xml [43.4 ms]
2022-12-25 08:49:57.906574 ; Settings       ; Debug       ; Saved PanelSettings to D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\GUI Panels.xml [8.61 ms]
2022-12-25 08:49:57.912575 ; Settings       ; Debug       ; Saved EditorSettings to D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\Editor.xml [6.03 ms]
