2022-09-16 11:25:47.871182 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\SessionLogs\tap 2022-09-16 11-25-47.txt'. [10.0 ms]
2022-09-16 11:25:49.513121 ; Resolver       ; Debug       ; Found match for DotNet.Glob, Version=3.0.1.0, Culture=neutral, PublicKeyToken=b68cc888b4f632d1 in D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Dependencies\DotNet.Glob.3.0.1.0\DotNet.Glob.dll
2022-09-16 11:25:50.469798 ; Searcher       ; Debug       ; Ordered 86 assemblies according to references. [887 ms]
2022-09-16 11:25:51.055222 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2022-09-16 11:25:51.055222 ; Package        ; Information ; Satisfying assembly reference to netstandard by adding dependency on package OpenTAP
2022-09-16 11:25:51.055222 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.18.5+0328e9b4
2022-09-16 11:25:51.059233 ; Package        ; Information ; 'MyPluginVision.dll' depends on 'MyOpenTapShare' version '0.1.0.0'. Adding dependency to package, it was not found in any other packages.
2022-09-16 11:25:51.099357 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\Jacky.Kuo\AppData\Local\Temp\ompdhwfm.gio'
2022-09-16 11:25:51.104092 ; Package        ; Debug       ; Updating version info for 'MyPluginVision.dll' [1.61 ms]
2022-09-16 11:25:51.135285 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2022-09-16 11:25:51.592879 ; Package        ; Information ; Updated assembly version info using Mono method. [490 ms]
2022-09-16 11:25:51.602197 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2022-09-16 11:25:51.604495 ; Package        ; Information ; Package action IncludePackageDependencies completed [2.43 ms]
2022-09-16 11:25:51.615970 ; Package        ; Information ; Package action FileHashPackageAction completed [11.3 ms]
2022-09-16 11:25:51.615970 ; Package        ; Information ; Creating OpenTAP package.
2022-09-16 11:25:51.650926 ; Package        ; Debug       ; Compressed 'C:\Users\Jacky.Kuo\AppData\Local\Temp\ompdhwfm.gio\Versioned\MyPluginVision.dll' [16.0 ms]
2022-09-16 11:25:51.652729 ; Package        ; Debug       ; Compressed 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\MyOpenTapShare.dll' [1.50 ms]
2022-09-16 11:25:51.781429 ; PackageAction  ; Information ; OpenTAP plugin package 'MyPluginVision.0.1.0-alpha.TapPackage' containing 'MyPluginVision' successfully created.
2022-09-16 11:25:51.789220 ; PackageAction  ; Information ; Installed 'MyPluginVision' (D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Packages\MyPluginVision\package.xml)
2022-09-16 11:25:51.789220 ; CLI            ; Debug       ; CLI action returned exit code: 0 [2.45 s]
