2022-09-15 17:19:07.222097 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Debug\SessionLogs\tap 2022-09-15 17-19-06.txt'. [5.61 ms]
2022-09-15 17:19:07.601526 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-09-15 17:19:07.601526 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-09-15 17:19:07.601526 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-09-15 17:19:07.601526 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-09-15 17:19:07.601526 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-09-15 17:19:07.601526 ; PluginManager  ; Debug       ; Searched 18 Assemblies. [319 ms]
2022-09-15 17:19:07.646041 ; PluginManager  ; Debug       ; Loaded OpenTap. [521 us]
2022-09-15 17:19:07.670353 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [5.54 ms]
2022-09-15 17:19:07.709989 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Debug\SessionLogs\SessionLog 2022-09-15 17-19-06.txt'. [13.0 ms]
2022-09-15 17:19:07.732915 ; PluginManager  ; Debug       ; Loaded OpenTap.VSSdk.Installer. [12.5 ms]
2022-09-15 17:19:07.759826 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [5.10 ms]
2022-09-15 17:19:07.814775 ; PluginManager  ; Debug       ; Loaded mscorlib. [900 ns]
2022-09-15 17:19:07.821801 ; CLI            ; Debug       ; Executing CLI action: sdk \ vs-integration
2022-09-15 17:19:07.822802 ; CLI            ; Debug       ; CLI action returned exit code: 0 [998 us]
