2022-09-15 14:57:39.038536 ; Session        ; Debug       ; Session log loaded as 'bin\Debug\SessionLogs\MSBuild 2022-09-15 14-57-24.txt'. [8.09 ms]
2022-09-15 14:57:45.565296 ; package        ; Debug       ; Decompressed bin/Debug/Dependencies/Keysight.Kal.Licensing.Api.4.0.0/KalApi.dll [97.6 ms]
2022-09-15 14:57:45.569006 ; package        ; Debug       ; Decompressed bin/Debug/Dependencies/Keysight.Kal.Licensing.Api.4.0.0/KalApi.dll.sig [4.56 ms]
2022-09-15 14:57:45.600487 ; package        ; Debug       ; Decompressed bin/Debug/Packages/Keysight Licensing/Keysight.OpenTap.Licensing.dll [30.6 ms]
2022-09-15 14:57:45.604077 ; package        ; Debug       ; Decompressed bin/Debug/Packages/Keysight Licensing/Keysight.OpenTap.Licensing.dll.sig [3.72 ms]
2022-09-15 14:57:45.609523 ; package        ; Debug       ; Decompressed bin/Debug/Packages/Keysight Licensing/package.xml [5.21 ms]
2022-09-15 14:57:45.615158 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-15 14:57:45.615158 ; Installer      ; Information ; Installed Keysight Licensing version 1.1.1+7a2a1fe3 [422 ms]
2022-09-15 14:57:45.615525 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\OSIntegration.1.4.2+15f32a31.TapPackage
2022-09-15 14:57:45.636236 ; package        ; Debug       ; Decompressed bin/Debug/Packages/OSIntegration/OpenTap.OSIntegration.Windows.dll [15.4 ms]
2022-09-15 14:57:45.642407 ; package        ; Debug       ; Decompressed bin/Debug/Packages/OSIntegration/package.xml [6.32 ms]
2022-09-15 14:57:45.642407 ; Plugin         ; Information ; Starting install step 'tap.exe path register'
2022-09-15 14:57:46.883706 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\SessionLogs\tap 2022-09-15 14-57-451.txt'. [8.83 ms]
2022-09-15 14:57:46.883706 ; Session        ; Debug       ; Running '"bin\Debug\tap.exe" path register --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug'.
2022-09-15 14:57:46.884710 ; AssemblyFinder ; Debug       ; Found 9/30 assembly files. [15.8 ms]
2022-09-15 14:57:46.884710 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-15 14:57:46.884710 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-15 14:57:46.884710 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-09-15 14:57:46.884710 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-15 14:57:46.884710 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-15 14:57:46.884710 ; Searcher       ; Debug       ; Ordered 9 assemblies according to references. [342 ms]
2022-09-15 14:57:47.069764 ; PluginManager  ; Debug       ; Loaded OpenTap. [416 us]
2022-09-15 14:57:47.203214 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [6.63 ms]
2022-09-15 14:57:47.203214 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\SessionLogs\SessionLog 2022-09-15 14-57-45.txt'. [11.2 ms]
2022-09-15 14:57:47.203214 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [23.0 ms]
2022-09-15 14:57:47.308512 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [29.2 ms]
2022-09-15 14:57:47.357385 ; PluginManager  ; Debug       ; Loaded mscorlib. [500 ns]
2022-09-15 14:57:47.357573 ; CLI            ; Debug       ; Executing CLI action: path \ register
2022-09-15 14:57:47.357573 ; PackageAction  ; Information ; Skipping OS Integration (OPENTAP_DEBUG_INSTALL environment variable is set).
2022-09-15 14:57:47.357573 ; CLI            ; Debug       ; CLI action returned exit code: 0 [1.85 ms]
2022-09-15 14:57:47.393875 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe path register'.  [1.75 s]
2022-09-15 14:57:47.393875 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-15 14:57:47.393875 ; Installer      ; Information ; Installed OSIntegration version 1.4.2+15f32a31 [1.77 s]
2022-09-15 14:57:47.396851 ; Installer      ; Warning     ; Package 'OSIntegration' contains possibly relevant plugins for next package installations, but these will not be loaded.
2022-09-15 14:57:47.396851 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\SDK.9.17.4+ea67c63a.Windows,Linux,MacOS.TapPackage
2022-09-15 14:57:47.481040 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Keysight.OpenTap.Sdk.MSBuild.dll [46.9 ms]
2022-09-15 14:57:47.527217 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/OpenTap.Sdk.New.dll [45.7 ms]
2022-09-15 14:57:47.579016 ; package        ; Debug       ; Decompressed bin/Debug/OpenTap.xml [51.7 ms]
2022-09-15 14:57:47.599241 ; package        ; Debug       ; Decompressed bin/Debug/OpenTap.Package.xml [20.2 ms]
2022-09-15 14:57:47.608959 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/PackageSchema.xsd [9.56 ms]
2022-09-15 14:57:47.697586 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/OpenTAP Developer Guide.pdf [88.5 ms]
2022-09-15 14:57:47.705447 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/.OpenTapIgnore [7.82 ms]
2022-09-15 14:57:47.713172 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/.HiddenFile.txt [7.60 ms]
2022-09-15 14:57:47.722804 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/.HiddenFolder/Empty.txt [9.67 ms]
2022-09-15 14:57:47.732772 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/Examples.sln [10.1 ms]
2022-09-15 14:57:47.740695 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/Directory.Build.props [7.58 ms]
2022-09-15 14:57:47.746329 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/ExamplePlugin.csproj [5.91 ms]
2022-09-15 14:57:47.760286 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/GeneratorInstrument.cs [13.5 ms]
2022-09-15 14:57:47.773718 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/LowPassFilterDut.cs [13.5 ms]
2022-09-15 14:57:47.781480 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/MeasurePeakAmplitudeTestStep.cs [7.98 ms]
2022-09-15 14:57:47.790740 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/package.xml [8.78 ms]
2022-09-15 14:57:47.796805 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/SomeSampleData.txt [6.06 ms]
2022-09-15 14:57:47.804858 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/Properties/AssemblyInfo.cs [7.95 ms]
2022-09-15 14:57:47.808458 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/ExamplePlugin/Properties/launchSettings.json [3.85 ms]
2022-09-15 14:57:47.817843 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/package.xml [9.32 ms]
2022-09-15 14:57:47.829580 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/PluginDevelopment.csproj [11.4 ms]
2022-09-15 14:57:47.839655 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/AttachedPropertyExample.cs [10.1 ms]
2022-09-15 14:57:47.847962 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/BreakSerializerExample.cs [8.25 ms]
2022-09-15 14:57:47.857110 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/ComplexSettingsExample1.cs [9.20 ms]
2022-09-15 14:57:47.866264 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/ComplexSettingsExample2.cs [9.26 ms]
2022-09-15 14:57:47.874177 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/MenuModelExample.cs [7.64 ms]
2022-09-15 14:57:47.885573 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/ButtonCreation.cs [11.1 ms]
2022-09-15 14:57:47.896924 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/CustomBenchSettings.cs [11.3 ms]
2022-09-15 14:57:47.906242 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/ExampleSettings.cs [9.02 ms]
2022-09-15 14:57:47.917820 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/IPAnnotation.cs [11.5 ms]
2022-09-15 14:57:47.929241 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/OpenTapPictureExample.cs [11.3 ms]
2022-09-15 14:57:47.934261 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/TestPlanCustomImportExport.cs [5.15 ms]
2022-09-15 14:57:47.942084 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/GUI/UserInputExample.cs [7.59 ms]
2022-09-15 14:57:47.947954 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/ConnectionStep.cs [5.81 ms]
2022-09-15 14:57:47.954379 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/FourPortDut.cs [6.45 ms]
2022-09-15 14:57:47.960504 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/InterfaceBasedInstrument.cs [6.04 ms]
2022-09-15 14:57:47.967318 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/MeasureUsingConnectionsStep.cs [6.60 ms]
2022-09-15 14:57:47.974830 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/ResourceTopology.cs [7.48 ms]
2022-09-15 14:57:47.980542 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/ScpiInstrumentExample.cs [6.06 ms]
2022-09-15 14:57:47.985692 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SetSwitchMatrixStep.cs [4.68 ms]
2022-09-15 14:57:47.991399 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SetSwitchStep.cs [5.65 ms]
2022-09-15 14:57:47.997449 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SimpleDut.cs [6.34 ms]
2022-09-15 14:57:48.003149 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SimpleInstrument.cs [5.50 ms]
2022-09-15 14:57:48.009668 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SwitchMatrixInstrument.cs [6.39 ms]
2022-09-15 14:57:48.018298 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/TwoPortInstrument.cs [8.80 ms]
2022-09-15 14:57:48.025080 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/TwoPositionSwitchInstrument.cs [6.49 ms]
2022-09-15 14:57:48.033185 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/UsingDutAndInstStep.cs [8.14 ms]
2022-09-15 14:57:48.039422 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Properties/AssemblyInfo.cs [6.12 ms]
2022-09-15 14:57:48.044931 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/Properties/launchSettings.json [5.49 ms]
2022-09-15 14:57:48.052667 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/ResultListeners/EventResultListener.cs [7.49 ms]
2022-09-15 14:57:48.060778 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/ResultListeners/ExampleResultListener.cs [8.14 ms]
2022-09-15 14:57:48.068271 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/AvailableValuesAttributeExample.cs [7.37 ms]
2022-09-15 14:57:48.075736 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/BrowsableAttributeExample.cs [7.43 ms]
2022-09-15 14:57:48.080999 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/ColumnDisplayAttributeExample.cs [5.36 ms]
2022-09-15 14:57:48.086526 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/DefaultValueExample.cs [5.28 ms]
2022-09-15 14:57:48.095306 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/DisplayAttributeExample.cs [8.91 ms]
2022-09-15 14:57:48.101654 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/DynamicNameDisplayAttribute.cs [6.13 ms]
2022-09-15 14:57:48.111365 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/EmbedPropertiesAttributeExample.cs [9.62 ms]
2022-09-15 14:57:48.118439 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/EnabledIfAttributeExample.cs [6.99 ms]
2022-09-15 14:57:48.129231 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/FlagsAttributeExample.cs [11.1 ms]
2022-09-15 14:57:48.147609 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/PathAttributeExample.cs [18.1 ms]
2022-09-15 14:57:48.158446 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/ResourceOpenAttributeExample.cs [10.5 ms]
2022-09-15 14:57:48.168704 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/ScpiAttributeExample.cs [10.2 ms]
2022-09-15 14:57:48.174457 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/UnitAttributeExample.cs [5.59 ms]
2022-09-15 14:57:48.187874 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/XmlIgnoreAttributeExample.cs [13.4 ms]
2022-09-15 14:57:48.202972 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/InputOutput/GenerateOutput.cs [15.1 ms]
2022-09-15 14:57:48.221952 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/InputOutput/HandleInput.cs [19.1 ms]
2022-09-15 14:57:48.250182 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/ParentChild/ChildSeekingResources.cs [28.1 ms]
2022-09-15 14:57:48.262738 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/ParentChild/ParentAnyChildren.cs [12.5 ms]
2022-09-15 14:57:48.269693 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/ParentChild/ParentWithResources.cs [6.93 ms]
2022-09-15 14:57:48.277605 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/PublishResults/ResultsForXyArray.cs [7.90 ms]
2022-09-15 14:57:48.283902 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/PublishResults/ResultsWithCustomClass.cs [5.90 ms]
2022-09-15 14:57:48.300453 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/PublishResults/SetOfNameValuePairs.cs [16.7 ms]
2022-09-15 14:57:48.333272 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/PublishResults/SingleNameValuePair.cs [32.4 ms]
2022-09-15 14:57:48.370132 ; package        ; Debug       ; Decompressed bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/AbortsTheTestPlan.cs [36.8 ms]
